Fecha_Produccion,Turno,Lote_ID,Familia_Preparacion,Producto,Unidades_Producidas,Tiempo_Horneado_Min,Merma_Kg
2026-01-21,Mañana,LOTE-9748,Hojaldres,Empanada dulce,28,39,2.55
2026-01-24,Tarde,LOTE-7306,Bizcochos,Torta de chocolate,46,22,2.75
2025-12-01,Tarde,LOTE-5945,Bizcochos,Torta de chocolate,22,23,0.4
2026-06-16,Tarde,LOTE-5718,Masas Quebradas,Pie de limon,25,53,2.32
2026-06-11,Mañana,LOTE-6207,Bizcochos,Torta de chocolate,43,51,1.51
2025-11-22,Tarde,LOTE-2544,Masas Quebradas,Tartaleta de fresa,49,44,2.99
2025-12-27,Mañana,LOTE-4563,Bizcochos,Red velvet,18,30,2.02
2026-03-20,Mañana,LOTE-6599,Bizcochos,Red velvet,44,25,2.75
2026-02-19,Mañana,LOTE-7107,Bizcochos,Torta de chocolate,32,53,2.75
2025-09-16,Tarde,LOTE-1035,Masas Quebradas,Pie de limon,57,42,0.42
2026-03-24,Tarde,LOTE-7804,Bizcochos,Tres leches,13,16,1.0
2025-12-29,Tarde,LOTE-1273,Masas Quebradas,Pie de limon,41,46,1.38
2025-11-28,Tarde,LOTE-7947,Hojaldres,Mil hojas,51,54,2.01
2026-03-13,Mañana,LOTE-4436,Masas Quebradas,Tartaleta de fresa,19,50,0.96
2025-11-16,Tarde,LOTE-1643,Hojaldres,Empanada dulce,35,42,2.26
2025-09-27,Tarde,LOTE-5948,Hojaldres,Croissant,39,51,2.37
2026-02-26,Mañana,LOTE-4039,Bizcochos,Torta de chocolate,24,30,1.4
2026-02-10,Tarde,LOTE-3453,Bizcochos,Tres leches,42,24,0.73
2025-10-02,Tarde,LOTE-8977,Hojaldres,Mil hojas,31,51,0.14
2025-09-21,Tarde,LOTE-8975,Bizcochos,Tres leches,36,21,0.81
2026-05-30,Mañana,LOTE-5152,Masas Quebradas,Tartaleta de fresa,32,31,1.73
2025-08-27,Tarde,LOTE-5141,Masas Quebradas,Tartaleta de fresa,12,20,1.4
2025-09-22,Tarde,LOTE-8413,Bizcochos,Red velvet,10,24,1.42
2026-01-25,Tarde,LOTE-2546,Masas Quebradas,Tartaleta de fresa,52,38,1.21
2025-11-13,Mañana,LOTE-9646,Hojaldres,Empanada dulce,18,32,2.42
2025-07-10,Tarde,LOTE-3742,Hojaldres,Mil hojas,25,39,0.45
2025-10-17,Tarde,LOTE-9702,Hojaldres,Mil hojas,48,54,0.77
2025-11-17,Tarde,LOTE-6436,Bizcochos,Torta de chocolate,29,51,0.5
2025-11-21,Mañana,LOTE-9464,Bizcochos,Torta de chocolate,35,18,1.26
2026-03-03,Tarde,LOTE-9936,Masas Quebradas,Tartaleta de fresa,56,18,1.05
2026-02-27,Mañana,LOTE-3730,Bizcochos,Red velvet,11,35,1.79
2026-05-22,Mañana,LOTE-2645,Bizcochos,Tres leches,14,23,2.49
2025-07-10,Mañana,LOTE-6914,Bizcochos,Tres leches,48,21,2.83
2025-09-20,Mañana,LOTE-1899,Masas Quebradas,Tartaleta de fresa,25,48,2.44
2026-04-12,Mañana,LOTE-1598,Masas Quebradas,Pie de limon,22,31,2.76
2026-02-24,Tarde,LOTE-6323,Masas Quebradas,Pie de limon,58,19,2.84
2026-05-23,Tarde,LOTE-7324,Bizcochos,Tres leches,35,24,1.06
2026-05-27,Mañana,LOTE-5933,Masas Quebradas,Tartaleta de fresa,56,19,1.99
2025-06-22,Mañana,LOTE-5119,Masas Quebradas,Tartaleta de fresa,49,36,1.37
2025-10-20,Tarde,LOTE-1672,Hojaldres,Mil hojas,47,22,1.42
2025-10-17,Tarde,LOTE-7158,Masas Quebradas,Tartaleta de fresa,26,38,0.42
2025-08-08,Tarde,LOTE-8143,Bizcochos,Tres leches,53,51,1.42
2026-02-17,Mañana,LOTE-7939,Bizcochos,Torta de chocolate,16,28,0.25
2026-01-23,Mañana,LOTE-9820,Hojaldres,Empanada dulce,57,29,1.57
2026-06-08,Tarde,LOTE-7214,Bizcochos,Torta de chocolate,50,39,1.23
2026-02-03,Tarde,LOTE-7543,Hojaldres,Empanada dulce,20,24,1.81
2025-08-26,Mañana,LOTE-4030,Bizcochos,Tres leches,52,49,0.21
2025-06-27,Mañana,LOTE-2178,Masas Quebradas,Pie de limon,24,17,1.98
2026-03-03,Mañana,LOTE-9090,Bizcochos,Tres leches,44,49,2.42
2025-10-30,Tarde,LOTE-5484,Hojaldres,Empanada dulce,55,28,1.18
2025-12-01,Tarde,LOTE-1557,Hojaldres,Empanada dulce,11,35,0.86
2026-04-27,Tarde,LOTE-9083,Hojaldres,Croissant,34,20,1.63
2026-06-09,Mañana,LOTE-8340,Hojaldres,Empanada dulce,23,30,1.64
2025-09-15,Mañana,LOTE-1953,Masas Quebradas,Tartaleta de fresa,54,40,2.0
2025-12-23,Tarde,LOTE-4711,Masas Quebradas,Pie de limon,26,24,1.38
2026-06-03,Mañana,LOTE-3572,Bizcochos,Red velvet,48,17,1.72
2025-11-03,Mañana,LOTE-6144,Hojaldres,Mil hojas,27,29,0.28
2026-05-19,Mañana,LOTE-3620,Bizcochos,Tres leches,17,20,1.04
2025-12-25,Tarde,LOTE-9670,Masas Quebradas,Tartaleta de fresa,56,25,1.77
2026-05-04,Tarde,LOTE-8584,Bizcochos,Torta de chocolate,59,52,1.29
2026-03-16,Mañana,LOTE-4945,Bizcochos,Torta de chocolate,57,18,0.36
2026-01-04,Mañana,LOTE-7646,Hojaldres,Empanada dulce,25,21,2.68
2025-10-03,Tarde,LOTE-8108,Bizcochos,Tres leches,31,37,0.62
2026-04-08,Tarde,LOTE-1681,Bizcochos,Tres leches,17,34,1.71
2025-08-27,Tarde,LOTE-9673,Bizcochos,Torta de chocolate,60,37,0.88
2025-11-18,Tarde,LOTE-3843,Hojaldres,Empanada dulce,46,54,2.35
2025-11-14,Mañana,LOTE-9050,Bizcochos,Red velvet,57,44,0.1
2026-04-20,Tarde,LOTE-6588,Hojaldres,Empanada dulce,60,36,2.79
2026-06-10,Tarde,LOTE-6568,Bizcochos,Red velvet,48,43,0.44
2025-10-02,Tarde,LOTE-2157,Hojaldres,Croissant,55,16,2.05
2025-10-11,Mañana,LOTE-4868,Hojaldres,Croissant,21,37,1.49
2025-09-21,Tarde,LOTE-2480,Bizcochos,Tres leches,13,47,0.92
2026-03-16,Tarde,LOTE-6761,Masas Quebradas,Tartaleta de fresa,24,30,0.76
2025-09-03,Mañana,LOTE-6847,Masas Quebradas,Pie de limon,60,31,0.63
2026-01-17,Tarde,LOTE-7278,Bizcochos,Red velvet,44,24,0.12
2025-08-31,Tarde,LOTE-9433,Hojaldres,Empanada dulce,57,55,2.69
2026-06-18,Tarde,LOTE-6727,Hojaldres,Croissant,20,41,1.33
2026-03-01,Mañana,LOTE-2601,Bizcochos,Tres leches,42,32,2.71
2025-11-13,Mañana,LOTE-7956,Hojaldres,Empanada dulce,48,49,1.4
2025-09-25,Mañana,LOTE-7765,Masas Quebradas,Tartaleta de fresa,58,27,2.65
2025-10-30,Tarde,LOTE-7946,Hojaldres,Croissant,22,47,0.11
2025-07-24,Mañana,LOTE-8466,Masas Quebradas,Tartaleta de fresa,31,35,2.77
2025-06-22,Tarde,LOTE-2876,Hojaldres,Empanada dulce,30,22,1.61
2025-08-23,Tarde,LOTE-9552,Masas Quebradas,Pie de limon,14,43,2.86
2025-09-09,Mañana,LOTE-2658,Bizcochos,Torta de chocolate,20,21,0.87
2025-12-24,Mañana,LOTE-4418,Hojaldres,Mil hojas,53,42,1.6
2025-10-08,Mañana,LOTE-1296,Masas Quebradas,Pie de limon,29,19,0.56
2025-10-02,Tarde,LOTE-1624,Masas Quebradas,Tartaleta de fresa,30,33,1.72
2026-03-20,Tarde,LOTE-1308,Hojaldres,Mil hojas,10,22,1.22
2026-04-18,Mañana,LOTE-4023,Bizcochos,Tres leches,34,41,2.42
2025-10-12,Tarde,LOTE-3935,Masas Quebradas,Pie de limon,59,36,0.99
2026-01-17,Mañana,LOTE-1188,Bizcochos,Torta de chocolate,42,31,0.66
2025-06-27,Tarde,LOTE-1597,Bizcochos,Red velvet,53,23,1.36
2025-06-25,Mañana,LOTE-7028,Bizcochos,Tres leches,51,15,1.09
2026-02-26,Tarde,LOTE-5840,Masas Quebradas,Tartaleta de fresa,12,29,1.33
2026-04-29,Tarde,LOTE-3108,Hojaldres,Croissant,33,25,1.33
2026-06-18,Mañana,LOTE-5160,Bizcochos,Torta de chocolate,57,22,2.14
2025-08-14,Mañana,LOTE-5915,Bizcochos,Tres leches,55,37,2.65
2025-10-01,Mañana,LOTE-3608,Bizcochos,Torta de chocolate,55,39,2.69
2026-04-25,Mañana,LOTE-3964,Bizcochos,Torta de chocolate,14,49,1.55
2026-05-15,Tarde,LOTE-2473,Hojaldres,Croissant,54,55,0.58
2026-04-29,Mañana,LOTE-3083,Masas Quebradas,Tartaleta de fresa,35,22,2.34
2025-10-14,Tarde,LOTE-9930,Bizcochos,Torta de chocolate,11,48,0.2
2025-08-27,Mañana,LOTE-5945,Masas Quebradas,Pie de limon,30,28,0.83
2026-03-25,Mañana,LOTE-5868,Bizcochos,Torta de chocolate,13,28,1.7
2026-04-03,Mañana,LOTE-2719,Hojaldres,Mil hojas,54,55,1.63
2026-03-19,Tarde,LOTE-9695,Bizcochos,Torta de chocolate,30,24,1.56
2025-10-30,Tarde,LOTE-2786,Bizcochos,Torta de chocolate,24,41,2.66
2025-10-06,Tarde,LOTE-1420,Bizcochos,Red velvet,11,47,1.04
2025-11-19,Mañana,LOTE-9170,Masas Quebradas,Pie de limon,53,44,1.93
2025-11-30,Mañana,LOTE-7387,Bizcochos,Red velvet,48,23,1.31
2026-01-27,Tarde,LOTE-8776,Bizcochos,Red velvet,51,37,1.36
2025-10-12,Tarde,LOTE-4515,Hojaldres,Croissant,47,43,2.63
2025-11-09,Tarde,LOTE-9237,Hojaldres,Mil hojas,51,49,2.14
2025-11-09,Mañana,LOTE-5278,Masas Quebradas,Pie de limon,39,46,0.65
2026-05-23,Tarde,LOTE-7315,Masas Quebradas,Tartaleta de fresa,39,34,2.99
2025-08-21,Mañana,LOTE-2902,Masas Quebradas,Tartaleta de fresa,20,39,1.56
2026-05-06,Mañana,LOTE-4952,Hojaldres,Croissant,29,42,0.73
2025-09-30,Tarde,LOTE-2761,Hojaldres,Empanada dulce,42,38,1.1
2026-01-15,Tarde,LOTE-8315,Hojaldres,Empanada dulce,10,26,2.56
2026-01-12,Mañana,LOTE-8876,Bizcochos,Tres leches,42,29,0.87
2026-04-15,Tarde,LOTE-5897,Hojaldres,Mil hojas,23,49,0.31
2026-05-27,Mañana,LOTE-2562,Masas Quebradas,Pie de limon,28,48,0.41
2026-01-22,Tarde,LOTE-6291,Bizcochos,Tres leches,26,23,2.86
2026-01-16,Tarde,LOTE-8882,Hojaldres,Mil hojas,60,28,0.81
2026-02-24,Mañana,LOTE-4425,Masas Quebradas,Tartaleta de fresa,21,45,2.43
2025-09-27,Tarde,LOTE-1911,Bizcochos,Torta de chocolate,16,16,2.94
2026-05-16,Mañana,LOTE-8396,Hojaldres,Empanada dulce,30,28,1.97
2025-08-31,Tarde,LOTE-6471,Masas Quebradas,Tartaleta de fresa,39,17,1.2
2025-09-18,Tarde,LOTE-9163,Bizcochos,Torta de chocolate,16,42,2.51
2025-08-06,Mañana,LOTE-2974,Hojaldres,Mil hojas,56,42,1.68
2026-01-16,Tarde,LOTE-7188,Bizcochos,Red velvet,43,41,2.8
2025-07-07,Mañana,LOTE-6318,Bizcochos,Red velvet,58,40,2.7
2025-07-10,Tarde,LOTE-7338,Masas Quebradas,Tartaleta de fresa,53,25,2.79
2026-03-06,Mañana,LOTE-8941,Masas Quebradas,Tartaleta de fresa,44,19,0.42
2026-06-11,Mañana,LOTE-8082,Bizcochos,Red velvet,43,53,1.57
2025-11-04,Mañana,LOTE-4883,Hojaldres,Croissant,28,37,0.25
2026-03-01,Mañana,LOTE-8009,Masas Quebradas,Pie de limon,52,22,0.93
2026-04-30,Mañana,LOTE-8638,Masas Quebradas,Tartaleta de fresa,52,37,0.4
2025-07-08,Mañana,LOTE-1993,Masas Quebradas,Tartaleta de fresa,31,48,2.13
2026-01-05,Tarde,LOTE-1693,Hojaldres,Croissant,22,23,1.93
2025-12-22,Tarde,LOTE-6378,Hojaldres,Croissant,13,38,1.91
2025-11-23,Mañana,LOTE-6387,Hojaldres,Croissant,40,50,0.53
2026-02-27,Mañana,LOTE-8148,Masas Quebradas,Pie de limon,43,53,0.46
2025-10-12,Tarde,LOTE-4945,Hojaldres,Mil hojas,46,34,0.34
2025-11-07,Mañana,LOTE-5398,Masas Quebradas,Tartaleta de fresa,51,29,1.54
2025-08-18,Mañana,LOTE-7473,Bizcochos,Red velvet,26,23,1.3
2025-09-26,Tarde,LOTE-9944,Masas Quebradas,Tartaleta de fresa,30,35,0.27
2026-02-12,Mañana,LOTE-5442,Bizcochos,Torta de chocolate,43,39,0.35
2025-10-02,Tarde,LOTE-8730,Masas Quebradas,Tartaleta de fresa,22,24,2.42
2025-08-05,Tarde,LOTE-2554,Masas Quebradas,Tartaleta de fresa,43,15,0.6
2025-06-29,Mañana,LOTE-1367,Masas Quebradas,Tartaleta de fresa,51,53,2.98
2026-02-08,Mañana,LOTE-6744,Masas Quebradas,Pie de limon,16,41,1.12
2025-09-09,Tarde,LOTE-1733,Hojaldres,Mil hojas,10,36,0.82
2026-06-13,Mañana,LOTE-3366,Bizcochos,Tres leches,27,25,1.22
2025-09-12,Mañana,LOTE-8779,Hojaldres,Mil hojas,58,36,0.69
2025-07-01,Tarde,LOTE-3152,Masas Quebradas,Tartaleta de fresa,31,51,0.46
2025-08-13,Tarde,LOTE-9946,Hojaldres,Croissant,32,45,0.42
2026-03-18,Tarde,LOTE-4580,Bizcochos,Tres leches,31,33,0.87
2025-10-06,Tarde,LOTE-1368,Bizcochos,Tres leches,59,29,2.53
2025-09-27,Tarde,LOTE-6140,Bizcochos,Red velvet,34,37,2.52
2026-06-06,Tarde,LOTE-5583,Hojaldres,Empanada dulce,25,39,1.71
2025-12-25,Tarde,LOTE-6833,Bizcochos,Tres leches,30,17,0.73
2026-03-18,Mañana,LOTE-3831,Bizcochos,Tres leches,37,23,1.57
2025-12-12,Tarde,LOTE-1936,Hojaldres,Empanada dulce,53,41,1.57
2025-09-03,Tarde,LOTE-7104,Masas Quebradas,Tartaleta de fresa,33,39,0.44
2026-02-21,Tarde,LOTE-1570,Masas Quebradas,Pie de limon,29,31,0.78
2025-12-13,Mañana,LOTE-5264,Masas Quebradas,Pie de limon,33,53,2.68
2026-05-15,Tarde,LOTE-4429,Hojaldres,Mil hojas,37,46,2.07
2026-03-24,Tarde,LOTE-3155,Bizcochos,Torta de chocolate,30,45,0.34
2026-03-08,Tarde,LOTE-5618,Bizcochos,Red velvet,34,32,1.58
2025-11-08,Mañana,LOTE-3825,Masas Quebradas,Pie de limon,51,33,2.13
2026-05-31,Mañana,LOTE-3196,Masas Quebradas,Pie de limon,32,33,1.91
2025-08-22,Tarde,LOTE-2529,Bizcochos,Torta de chocolate,55,33,2.34
2026-06-07,Tarde,LOTE-6762,Masas Quebradas,Pie de limon,14,45,1.22
2025-10-09,Mañana,LOTE-8168,Hojaldres,Empanada dulce,59,29,0.5
2026-03-22,Mañana,LOTE-9277,Hojaldres,Empanada dulce,49,20,0.23
2026-03-26,Mañana,LOTE-9561,Bizcochos,Red velvet,30,49,1.77
2025-10-15,Mañana,LOTE-8617,Masas Quebradas,Pie de limon,24,50,2.38
2025-09-28,Mañana,LOTE-2827,Bizcochos,Red velvet,41,29,0.27
2026-02-26,Tarde,LOTE-7957,Hojaldres,Empanada dulce,18,50,0.48
2026-02-02,Tarde,LOTE-2190,Masas Quebradas,Pie de limon,20,25,2.77
2026-05-12,Tarde,LOTE-4879,Masas Quebradas,Pie de limon,26,48,0.23
2026-04-10,Tarde,LOTE-3857,Hojaldres,Croissant,21,41,2.33
2025-10-07,Tarde,LOTE-9629,Bizcochos,Red velvet,51,50,0.69
2025-12-16,Tarde,LOTE-6811,Bizcochos,Red velvet,10,49,0.65
2026-04-13,Mañana,LOTE-8797,Bizcochos,Red velvet,55,44,0.33
2025-07-22,Tarde,LOTE-8480,Masas Quebradas,Tartaleta de fresa,38,45,2.74
2026-05-31,Mañana,LOTE-9358,Bizcochos,Tres leches,60,36,2.89
2026-04-27,Mañana,LOTE-8392,Masas Quebradas,Tartaleta de fresa,28,38,0.51
2025-08-06,Mañana,LOTE-8028,Masas Quebradas,Pie de limon,44,54,0.15
2025-09-11,Mañana,LOTE-3210,Bizcochos,Tres leches,40,25,1.98
2025-12-02,Tarde,LOTE-5744,Hojaldres,Mil hojas,39,38,2.92
2025-12-23,Mañana,LOTE-5327,Hojaldres,Croissant,36,23,2.97
2025-10-09,Mañana,LOTE-2203,Hojaldres,Croissant,45,33,2.63
2025-07-19,Tarde,LOTE-7279,Bizcochos,Red velvet,18,24,0.4
2025-06-24,Mañana,LOTE-8112,Masas Quebradas,Tartaleta de fresa,27,54,1.14
2025-12-08,Tarde,LOTE-2582,Masas Quebradas,Tartaleta de fresa,30,48,0.57
2025-08-21,Tarde,LOTE-4224,Hojaldres,Croissant,59,45,1.17
2025-11-17,Mañana,LOTE-3839,Bizcochos,Torta de chocolate,36,32,0.97
2026-03-14,Mañana,LOTE-5616,Masas Quebradas,Tartaleta de fresa,47,24,2.51
2025-07-25,Tarde,LOTE-1544,Masas Quebradas,Pie de limon,20,35,0.16
2025-07-25,Tarde,LOTE-6904,Bizcochos,Red velvet,33,36,2.42
2026-05-28,Mañana,LOTE-6311,Bizcochos,Torta de chocolate,53,15,0.73
2025-10-15,Mañana,LOTE-1993,Bizcochos,Torta de chocolate,60,47,2.79
2025-09-28,Mañana,LOTE-4770,Hojaldres,Mil hojas,34,26,1.52
2025-10-26,Tarde,LOTE-1195,Bizcochos,Red velvet,28,30,1.08
2026-06-10,Mañana,LOTE-5393,Masas Quebradas,Pie de limon,30,38,1.05
2026-03-16,Tarde,LOTE-4175,Masas Quebradas,Pie de limon,29,23,0.46
2026-04-07,Tarde,LOTE-8514,Masas Quebradas,Pie de limon,47,51,0.21
2025-08-10,Mañana,LOTE-4975,Bizcochos,Torta de chocolate,40,22,2.18
2026-03-16,Tarde,LOTE-1277,Hojaldres,Croissant,17,34,1.9
2025-06-28,Tarde,LOTE-5705,Hojaldres,Croissant,56,36,0.5
2025-12-05,Mañana,LOTE-6170,Masas Quebradas,Pie de limon,29,19,1.9
2026-03-03,Mañana,LOTE-6753,Masas Quebradas,Pie de limon,12,42,0.9
2025-12-30,Tarde,LOTE-4721,Hojaldres,Mil hojas,17,23,2.02
2026-01-09,Tarde,LOTE-1318,Hojaldres,Mil hojas,18,18,0.28
2025-09-06,Mañana,LOTE-1757,Hojaldres,Croissant,54,53,0.68
2025-12-25,Mañana,LOTE-2745,Masas Quebradas,Pie de limon,20,42,1.14
2025-10-26,Mañana,LOTE-9807,Hojaldres,Mil hojas,29,22,1.25
2026-03-21,Tarde,LOTE-8704,Hojaldres,Croissant,29,44,1.69
2025-11-20,Mañana,LOTE-9942,Masas Quebradas,Pie de limon,54,49,2.72
2026-05-05,Mañana,LOTE-1092,Bizcochos,Red velvet,23,26,2.99
2026-05-30,Tarde,LOTE-2192,Bizcochos,Red velvet,20,29,0.83
2025-12-18,Tarde,LOTE-1038,Masas Quebradas,Tartaleta de fresa,32,23,1.11
2026-03-08,Tarde,LOTE-1663,Bizcochos,Tres leches,47,35,2.65
2025-11-29,Tarde,LOTE-8670,Masas Quebradas,Tartaleta de fresa,31,55,2.2
2026-01-05,Tarde,LOTE-7101,Hojaldres,Empanada dulce,59,45,1.19
2025-08-02,Tarde,LOTE-7521,Masas Quebradas,Tartaleta de fresa,11,26,2.66
2026-02-05,Tarde,LOTE-6335,Bizcochos,Torta de chocolate,24,35,1.38
2025-09-16,Mañana,LOTE-1266,Bizcochos,Torta de chocolate,18,30,2.61
2025-07-31,Mañana,LOTE-1029,Masas Quebradas,Pie de limon,23,41,0.99
2026-04-02,Tarde,LOTE-4000,Masas Quebradas,Pie de limon,16,51,2.85
2026-01-28,Mañana,LOTE-9955,Hojaldres,Empanada dulce,42,46,1.06
2026-06-20,Mañana,LOTE-3285,Masas Quebradas,Tartaleta de fresa,51,37,0.69
2026-04-30,Mañana,LOTE-4691,Hojaldres,Empanada dulce,42,52,0.51
2025-10-08,Mañana,LOTE-8353,Hojaldres,Empanada dulce,17,55,0.45
2025-12-20,Mañana,LOTE-8060,Hojaldres,Mil hojas,51,17,1.75
2025-12-29,Tarde,LOTE-4910,Bizcochos,Red velvet,24,27,2.56
2025-06-25,Mañana,LOTE-3332,Bizcochos,Torta de chocolate,56,32,0.91
2025-08-27,Tarde,LOTE-3882,Hojaldres,Empanada dulce,39,34,1.65
2026-03-04,Tarde,LOTE-8458,Bizcochos,Torta de chocolate,21,26,0.63
2026-04-19,Tarde,LOTE-7535,Masas Quebradas,Tartaleta de fresa,22,50,0.23
2025-11-25,Tarde,LOTE-2151,Hojaldres,Mil hojas,59,31,1.5
2026-01-01,Tarde,LOTE-8115,Bizcochos,Red velvet,17,48,2.88
2026-02-27,Mañana,LOTE-2636,Masas Quebradas,Pie de limon,42,46,1.01
2025-07-02,Tarde,LOTE-1486,Hojaldres,Empanada dulce,50,48,1.8
2026-01-31,Tarde,LOTE-8862,Bizcochos,Tres leches,44,43,2.05
2025-06-25,Tarde,LOTE-6799,Masas Quebradas,Pie de limon,31,23,0.41
2025-07-13,Tarde,LOTE-3545,Masas Quebradas,Pie de limon,35,48,0.51
2025-10-19,Mañana,LOTE-8592,Hojaldres,Croissant,20,45,1.09
2026-06-03,Tarde,LOTE-8424,Hojaldres,Empanada dulce,46,49,1.22
2025-12-03,Mañana,LOTE-6213,Bizcochos,Torta de chocolate,26,45,0.6
2025-09-03,Tarde,LOTE-3569,Hojaldres,Mil hojas,45,25,2.17
2025-06-30,Mañana,LOTE-6818,Hojaldres,Mil hojas,43,55,0.32
2025-11-13,Tarde,LOTE-5342,Masas Quebradas,Pie de limon,32,54,0.35
2026-04-01,Tarde,LOTE-6149,Hojaldres,Croissant,15,44,2.78
2026-02-25,Tarde,LOTE-3313,Masas Quebradas,Pie de limon,43,36,1.12
2025-07-25,Tarde,LOTE-6029,Masas Quebradas,Pie de limon,58,20,0.84
2026-05-08,Mañana,LOTE-2097,Hojaldres,Empanada dulce,42,50,0.32
2026-02-19,Tarde,LOTE-8846,Masas Quebradas,Pie de limon,59,28,1.08
2025-08-21,Tarde,LOTE-7661,Bizcochos,Torta de chocolate,30,25,1.61
2026-04-04,Mañana,LOTE-9760,Hojaldres,Croissant,40,53,0.25
2025-10-09,Tarde,LOTE-4911,Hojaldres,Croissant,35,43,1.7
2026-01-13,Tarde,LOTE-2022,Bizcochos,Tres leches,35,40,0.32
2026-01-28,Mañana,LOTE-4596,Masas Quebradas,Tartaleta de fresa,60,30,1.28
2025-07-02,Mañana,LOTE-7675,Bizcochos,Red velvet,47,51,1.97
2025-06-26,Mañana,LOTE-8833,Masas Quebradas,Pie de limon,29,27,0.24
2025-08-04,Mañana,LOTE-1205,Masas Quebradas,Pie de limon,26,18,2.77
2026-06-04,Tarde,LOTE-2179,Bizcochos,Red velvet,32,18,0.63
2026-04-11,Mañana,LOTE-6099,Hojaldres,Mil hojas,43,47,2.04
2026-01-02,Tarde,LOTE-3549,Bizcochos,Tres leches,30,53,2.62
2026-01-05,Tarde,LOTE-3816,Masas Quebradas,Pie de limon,22,29,1.62
2025-09-25,Tarde,LOTE-7143,Bizcochos,Tres leches,26,38,0.26
2026-01-26,Tarde,LOTE-4672,Bizcochos,Torta de chocolate,20,33,1.0
2026-04-24,Tarde,LOTE-3455,Masas Quebradas,Pie de limon,40,51,2.44
2025-09-23,Mañana,LOTE-7765,Masas Quebradas,Pie de limon,54,49,0.4
2026-05-14,Mañana,LOTE-5316,Masas Quebradas,Tartaleta de fresa,45,46,0.44
2025-06-23,Mañana,LOTE-4778,Masas Quebradas,Pie de limon,37,27,1.74
2025-11-13,Tarde,LOTE-7830,Hojaldres,Empanada dulce,59,30,0.11
2025-12-25,Mañana,LOTE-3585,Hojaldres,Mil hojas,26,19,2.1
2025-10-16,Tarde,LOTE-8785,Masas Quebradas,Tartaleta de fresa,25,54,2.42
2025-10-03,Tarde,LOTE-3209,Masas Quebradas,Tartaleta de fresa,53,39,1.99
2025-08-03,Mañana,LOTE-9326,Bizcochos,Red velvet,34,53,1.49
2026-01-02,Tarde,LOTE-3982,Hojaldres,Mil hojas,55,40,0.74
2026-01-09,Tarde,LOTE-4770,Masas Quebradas,Pie de limon,39,35,1.28
2025-09-16,Tarde,LOTE-4288,Masas Quebradas,Pie de limon,44,18,1.06
2025-06-24,Tarde,LOTE-3361,Hojaldres,Empanada dulce,39,20,0.96
2025-08-03,Tarde,LOTE-3736,Bizcochos,Red velvet,23,42,2.86
2025-10-25,Mañana,LOTE-3784,Masas Quebradas,Pie de limon,32,23,1.22
2025-08-06,Mañana,LOTE-3177,Hojaldres,Croissant,25,29,0.11
2026-06-15,Mañana,LOTE-8739,Hojaldres,Empanada dulce,57,48,1.27
2026-04-02,Tarde,LOTE-7068,Masas Quebradas,Pie de limon,38,51,0.87
2025-12-16,Tarde,LOTE-8765,Bizcochos,Torta de chocolate,53,21,2.56
2026-02-03,Mañana,LOTE-6680,Masas Quebradas,Tartaleta de fresa,29,34,2.2
2025-09-07,Tarde,LOTE-4841,Hojaldres,Croissant,59,42,2.49
2026-02-09,Tarde,LOTE-6319,Hojaldres,Empanada dulce,22,38,0.32
2025-08-22,Tarde,LOTE-2508,Hojaldres,Mil hojas,10,16,1.5
2026-04-20,Mañana,LOTE-3375,Masas Quebradas,Pie de limon,20,25,0.63
2026-02-02,Mañana,LOTE-3533,Masas Quebradas,Tartaleta de fresa,22,20,0.3
2026-02-22,Tarde,LOTE-1174,Hojaldres,Mil hojas,10,51,2.76
2026-02-04,Tarde,LOTE-2998,Bizcochos,Tres leches,10,40,1.55
2025-06-23,Mañana,LOTE-2480,Hojaldres,Empanada dulce,22,45,0.77
2025-07-13,Tarde,LOTE-6375,Masas Quebradas,Pie de limon,46,31,0.13
2026-04-25,Mañana,LOTE-1899,Bizcochos,Red velvet,32,29,1.32
2025-08-20,Tarde,LOTE-8249,Masas Quebradas,Pie de limon,52,17,2.51
2026-01-16,Mañana,LOTE-8143,Hojaldres,Croissant,33,28,2.41
2025-11-20,Mañana,LOTE-2623,Bizcochos,Red velvet,11,46,0.55
2025-08-22,Mañana,LOTE-8132,Bizcochos,Tres leches,49,53,0.17
2026-02-04,Mañana,LOTE-5961,Hojaldres,Mil hojas,55,49,0.33
2026-04-11,Tarde,LOTE-5571,Masas Quebradas,Tartaleta de fresa,50,42,0.6
2025-10-22,Tarde,LOTE-6027,Masas Quebradas,Pie de limon,28,52,0.42
2025-10-12,Mañana,LOTE-8909,Bizcochos,Tres leches,36,39,1.48
2025-09-24,Tarde,LOTE-9281,Bizcochos,Tres leches,25,52,0.46
2026-01-24,Tarde,LOTE-2530,Masas Quebradas,Tartaleta de fresa,14,43,2.52
2026-01-13,Tarde,LOTE-6668,Masas Quebradas,Pie de limon,52,17,1.5
2025-10-30,Mañana,LOTE-4504,Masas Quebradas,Tartaleta de fresa,30,31,0.42
2025-07-22,Tarde,LOTE-3491,Hojaldres,Croissant,29,22,0.12
2025-12-03,Mañana,LOTE-9265,Masas Quebradas,Tartaleta de fresa,45,18,1.86
2026-06-09,Mañana,LOTE-7413,Hojaldres,Mil hojas,14,15,0.27
2026-04-21,Tarde,LOTE-9303,Bizcochos,Torta de chocolate,25,50,0.99
